,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Relatives,Age_Class
534,0,3,1,0,3,0,0,1,1,7,0,9
535,0,3,2,1,1,0,0,2,2,7,0,3
536,0,3,2,1,0,5,2,4,2,7,7,0
537,0,2,2,1,1,1,2,4,0,7,3,2
538,0,3,2,1,0,4,1,4,2,7,5,0
539,0,3,2,1,0,0,0,2,2,7,0,0
540,0,3,2,1,0,0,0,1,2,7,0,0
541,1,1,2,1,4,1,0,5,2,1,1,4
542,1,3,2,1,3,0,0,5,2,7,0,9
543,0,3,2,1,1,0,0,0,0,7,0,3
544,0,2,2,1,5,0,0,2,2,7,0,10
545,0,3,2,1,5,0,0,1,2,7,0,15
546,1,3,1,0,3,0,0,0,1,7,0,9
547,0,3,2,1,5,0,0,0,2,5,0,15
548,1,1,2,1,4,0,0,4,2,4,0,4
549,0,3,1,0,0,0,1,3,0,7,1,0
550,0,3,2,1,1,0,0,0,1,7,0,3
551,0,3,2,1,2,1,0,1,2,7,1,6
552,0,2,2,1,4,0,0,3,2,7,0,8
553,1,2,3,0,5,0,0,2,2,7,0,10
554,1,1,2,1,5,0,0,4,2,4,0,5
555,1,3,0,1,3,1,1,3,0,7,2,9
556,1,1,1,0,1,0,0,5,0,2,0,1
557,0,1,2,1,3,0,0,4,2,2,0,3
558,1,1,2,1,5,1,0,5,2,2,1,5
559,0,3,2,1,2,0,0,2,2,7,0,6
560,0,2,2,1,5,0,0,2,2,7,0,10
561,0,3,2,1,0,0,0,0,2,5,0,0
562,1,2,1,0,2,0,0,2,2,4,0,4
563,0,3,2,1,3,0,0,3,1,7,0,9
564,0,3,2,1,4,0,0,0,2,7,0,12
565,1,2,1,0,0,0,1,4,2,7,1,0
566,0,3,2,1,0,1,0,0,2,7,1,0
567,0,2,2,1,4,0,0,2,2,7,0,8
568,0,2,2,1,5,0,0,2,2,7,0,10
569,1,1,2,1,2,1,0,5,2,4,1,2
570,0,3,2,1,1,0,0,2,2,7,0,3
571,1,2,3,0,3,3,0,3,2,7,3,6
572,1,3,1,0,3,0,0,0,1,7,0,9
573,0,2,2,1,1,1,0,3,2,7,1,2
574,0,3,1,0,1,1,0,1,2,7,1,3
575,0,3,2,1,0,0,0,3,0,7,0,0
576,0,2,2,1,3,0,0,0,2,7,0,6
577,0,2,2,1,1,0,0,2,2,7,0,2
578,0,2,2,1,1,0,0,2,2,7,0,2
579,0,3,2,1,2,0,0,3,2,7,0,6
580,0,3,3,0,5,1,3,4,2,7,4,15
581,0,3,2,1,3,0,0,1,2,7,0,9
582,0,3,2,1,3,0,0,1,2,7,0,9
583,1,1,2,1,3,0,0,4,2,3,0,3
584,0,3,2,1,1,1,0,3,2,7,1,3
585,1,3,2,1,4,0,0,1,2,7,0,12
586,0,3,2,1,0,1,1,3,2,7,2,0
587,1,2,1,0,3,0,0,2,2,7,0,6
588,0,1,2,1,0,1,0,5,2,3,1,0
589,0,3,2,1,4,0,0,0,1,7,0,12
590,1,3,0,1,0,0,1,2,2,4,1,0
591,0,3,2,1,4,0,0,2,2,7,0,12
592,0,3,2,1,1,0,0,1,2,7,0,3
593,1,2,3,0,5,1,2,5,2,7,3,10
594,0,3,2,1,2,0,0,1,2,7,0,6
595,0,2,2,1,0,0,0,2,2,7,0,0
596,0,3,2,1,4,0,0,1,2,7,0,12
597,0,3,2,1,3,0,0,3,2,7,0,9
598,0,3,2,1,5,0,0,0,2,7,0,15
599,1,3,2,1,1,0,0,0,0,7,0,3
600,0,3,2,1,0,0,0,0,2,7,0,0
601,0,1,4,1,3,0,0,4,0,7,0,3
602,0,3,1,0,4,0,0,0,1,7,0,12
603,0,3,2,1,3,1,0,3,1,7,1,9
604,0,3,2,1,4,0,0,2,2,7,0,12
605,0,3,2,1,1,0,0,2,2,7,0,3
606,0,3,2,1,5,0,0,1,2,7,0,15
607,0,3,2,1,3,0,0,0,0,7,0,9
608,1,2,3,0,5,1,3,3,2,7,4,10
609,0,3,2,1,0,0,0,0,2,7,0,0
610,0,3,2,1,3,0,0,0,1,5,0,9
611,0,3,2,1,3,0,0,0,1,7,0,9
612,1,3,1,0,0,0,0,0,0,7,0,0
613,1,1,3,0,0,1,0,5,2,1,1,0
614,0,1,2,1,2,0,0,4,2,3,0,2
615,0,3,2,1,3,1,2,3,2,7,3,9
616,0,3,2,1,1,0,0,0,2,7,0,3
617,0,3,2,1,1,0,0,0,2,7,0,3
618,1,3,1,0,0,0,0,0,2,7,0,0
619,0,3,0,1,0,4,1,4,1,7,5,0
620,0,3,2,1,3,0,0,0,1,7,0,9
621,0,2,2,1,0,0,0,3,2,7,0,0
622,0,1,2,1,3,0,0,4,0,7,0,3
623,0,3,2,1,1,0,0,1,2,7,0,3
624,0,2,2,1,4,0,0,2,2,7,0,8
625,1,1,4,0,5,0,0,3,2,3,0,5
626,1,3,3,0,4,0,0,2,2,7,0,12
627,0,3,2,1,3,0,0,0,0,7,0,9
628,0,3,3,0,3,1,1,3,2,7,2,9
629,0,2,2,1,4,0,0,2,2,7,0,8
630,1,2,3,0,4,1,1,4,2,7,2,8
631,1,3,2,1,2,0,0,0,2,7,0,6
632,0,3,2,1,4,0,0,0,2,7,0,12
633,0,1,2,1,4,0,0,0,2,0,0,4
634,0,3,1,0,0,0,0,0,2,7,0,0
635,0,2,2,1,4,0,0,2,2,7,0,8
636,1,1,3,0,4,1,0,5,2,4,1,4
637,0,3,2,1,2,0,0,1,2,7,0,6
638,0,3,2,1,4,0,0,3,2,7,0,12
639,0,2,2,1,4,0,0,2,2,7,0,8
640,0,3,1,0,0,4,2,4,2,7,6,0
641,0,3,2,1,4,0,0,1,2,7,0,12
642,0,1,2,1,3,0,0,0,2,1,0,3
643,0,3,1,0,1,0,0,1,2,7,0,3
644,0,2,2,1,4,1,1,4,0,7,2,8
645,0,3,2,1,5,0,0,0,2,7,0,15
646,0,3,0,1,0,3,2,4,2,7,5,0
647,1,3,2,1,2,0,0,2,2,7,0,6
648,0,1,4,1,4,0,0,0,2,7,0,4
649,1,3,3,0,2,0,1,2,2,4,1,6
650,0,3,2,1,3,0,0,0,1,7,0,9
651,0,3,2,1,3,0,0,5,2,7,0,9
652,1,3,2,1,3,0,0,0,1,7,0,9
653,1,3,3,0,0,1,0,3,0,7,1,0
654,0,3,2,1,3,0,0,0,0,7,0,9
655,0,3,2,1,1,0,0,1,2,7,0,3
656,0,3,2,1,0,0,0,1,2,7,0,0
657,0,3,2,1,1,0,0,2,2,7,0,3
658,0,3,2,1,3,0,0,1,2,7,0,9
659,1,3,2,1,4,0,0,5,2,7,0,12
660,1,1,2,1,3,0,0,4,0,2,0,3
661,0,3,2,1,1,0,0,1,2,7,0,3
662,0,2,2,1,0,0,0,2,2,7,0,0
663,1,1,1,0,3,0,0,4,0,7,0,3
664,0,3,2,1,4,0,0,0,0,7,0,12
665,0,3,2,1,0,0,0,2,2,7,0,0
666,0,3,2,1,5,0,0,0,2,7,0,15
667,0,3,2,1,4,0,0,1,0,7,0,12
668,0,2,4,1,2,0,1,4,2,7,1,4
669,0,3,1,0,0,1,1,3,0,7,2,0
670,1,1,1,0,0,0,1,4,2,3,1,0
671,0,2,3,0,5,1,0,3,2,7,1,10
672,1,3,3,0,0,0,1,2,2,7,1,0
673,1,1,2,1,5,0,0,4,2,4,0,5
674,1,3,3,0,1,0,3,3,0,7,3,3
675,0,3,2,1,3,0,0,0,0,7,0,9
676,0,3,2,1,5,2,0,3,2,7,2,15
677,0,2,2,1,1,1,0,2,2,7,1,2
678,1,1,3,0,5,0,0,3,2,3,0,5
679,0,2,2,1,1,0,0,2,2,7,0,2
680,1,2,3,0,5,0,0,2,2,7,0,10
681,1,2,1,0,2,1,0,3,0,7,1,4
682,0,1,2,1,4,0,0,5,2,0,0,4
683,0,3,2,1,3,0,0,2,2,7,0,9
684,0,3,2,1,2,0,0,1,2,7,0,6
685,1,1,3,0,5,1,1,5,2,3,2,5
686,0,1,2,1,4,0,0,0,2,1,0,4
687,0,3,2,1,5,0,0,2,2,7,0,15
688,1,2,3,0,2,1,0,3,0,7,1,4
689,1,3,1,0,0,0,0,0,0,7,0,0
690,0,3,2,1,1,0,0,2,2,7,0,3
691,0,3,2,1,0,0,0,1,2,7,0,0
692,0,3,2,1,3,0,0,1,2,7,0,9
693,1,2,3,0,1,0,1,3,2,7,1,2
694,0,3,2,1,4,0,0,1,2,7,0,12
695,0,3,1,0,1,0,0,2,2,7,0,3
696,0,2,2,1,2,0,0,2,2,7,0,4
697,0,3,2,1,1,0,0,0,2,7,0,3
698,0,3,3,0,4,0,5,4,1,7,5,12
699,0,2,4,1,2,0,0,2,2,7,0,4
700,1,1,1,0,0,0,0,4,2,1,0,0
701,0,3,1,0,3,1,2,3,2,7,3,9
702,1,1,2,1,2,0,0,4,0,2,0,2
703,0,3,2,1,4,0,0,0,1,7,0,12
